bug_id,creation_date,component_name,product_name,short_description,long_description,assignee_name,reporter_name,resolution_category,resolution_code,status_category,status_code,update_date,quantity_of_votes,quantity_of_comments,resolution_date,bug_fix_time,severity_category,severity_code
CORE-254510,2004-08-05,Image Blocking,CORE,Bug 200433 regressed by patch in bug 253597,"The patch in bug 253597 regressed the fix from bug 200433 (the ShouldProcess
never blocks anything now).  See bug 253597 comment 9 for more information.

It'd be nice to fix this before next week's freeze...",mvl,bzbarsky,fixed,1,resolved,4,2004-09-01,0,8,2004-09-01,27,major,4
CORE-204573,2003-05-05,HTML: Parser,CORE,View-source highlighting is incorrect for XML an file with non-ANSI characters in tag names.,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.4b) Gecko/20030502
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.0 en-US rv:1.4b) Gecko/20030502

Only the beginning of the tag is colored. Any non-ANSI letter stops the coloring
(the rest appears in black).

Reproducible: Always

Steps to Reproduce:
1. View an XML source with non-ANSI characters in a tag name (e. g. the attached
file).
Actual Results:  
In view-source the beginning of a tag containing non-ANSI characters appears in
purple but the couloring stops at the non-ANSI letter and then the rest of the
tag appears in black. When the first letter of the tag is a non-ANSI character
the whole tag appears in black and isn't even in bold font.

Expected Results:  
The whole tag name should be in purple.

- Also tested on Mozilla 1.3 (PC/Windows) and Mozilla 1.0 (PC/Linux)
- In the case of an XML file which is not linked to any stylesheet the main
browser window correctly highlights the file (not applicable to the linux 1.0
version which does not show the structure of the file in the browser window).
- Tested with a file saved in utf-8 utf-16 and iso-8859-1 formats (restricted
to iso-8859-1 characters).",mrbkap,gilles.ollivier,fixed,1,resolved,4,2004-09-17,0,13,2004-09-17,501,normal,2
THUNDERBIRD-412434,2008-01-15,General,THUNDERBIRD,opening a window with -chrome does not work anymore,"Hi
I have an extension whose main window is chrome://myext/content/myext.xul

I used to open it with
thunderbird -chrome chrome://myext/content/myext.xul
but now it does not work anymore: I get ReferenceError: resolveURIInternal is not defined on the console and thunderbird does not launch. Actually components/nsMailDefaultHandler.js calls resolveURIInternal but that function is defined nowhere in the file: http://mxr.mozilla.org/mozilla/source/mail/components/nsMailDefaultHandler.js#232

It seems this bug was introduced by fix for bug #395942.

If I define resolveURIInternal (by copying it from http://mxr.mozilla.org/mozilla/source/browser/components/nsBrowserContentHandler.js#83) -chrome works fine again.",arno,arno,fixed,1,resolved,4,2009-06-04,0,16,2008-01-15,0,normal,2
OTHER_APPLICATIONS_GRAVEYARD-391445,2007-08-08,QA Companion,OTHER_APPLICATIONS_GRAVEYARD,Unsightly border around clicked tabs,With the new skin work (thanks for that Zak!) there's a somewhat ugly border around the text after you click on a tab. We should make that go away...,bhsieh,zach,fixed,1,resolved,4,2018-10-15,0,4,2007-08-14,6,normal,2
FIREFOX_OS_GRAVEYARD-942470,2013-11-23,General,FIREFOX_OS_GRAVEYARD,test_user_agent_updates.htmltest_user_agent_overrides.html intermittently fails to unset its override of the UA string | test_videocontrols_standalone.html | Height of audio element should be 28 which is equal to the controls bar. - got 123 expected 28,"See either https://tbpl.mozilla.org/php/getParsedLog.php?id=31007226&tree=Try#error0 or all of bug 923597 - test_handlerApps.xhtml is disabled on OS X 10.8 by way of navigator.userAgent.indexOf(Mac OS X 10.8) != -1 but intermittently instead of including that string in the UA and thus not running that failing test we have a UA of DummyUserAgent so we run the test and fail it.

Might be a nice touch to have test_user_agent_updates.html grab the unaltered UA string at the start and test that it is back to that at the end so if this crops up again I won't have to guess that some later test is failing because we're running DummyUserAgent rather than the browser we thought we were running.",jimnchen+bmo,philringnalda,fixed,1,resolved,4,2013-12-06,0,11,2013-12-06,13,normal,2
TECH_EVANGELISM_GRAVEYARD-142958,2002-05-07,Other,TECH_EVANGELISM_GRAVEYARD,oracle.usu.ru - form is submitted incorrectly in Mozilla 1.0RC1,"Sorry this page is in Russian. I'll try to explain what happens without
mentioning any text on the page or so.
The bug I've found appeared in Mozilla 1.0 Release Candidate 1 only all prior
versions works fine. 
The aim of that page is to provide web access to our University library's
catalogue. When you open the page you'll see the yellow square with several
fields and buttons. There is only one text field (for entering the search
phrase). Enter something there for example physics and press Ok button. In
Mozilla 0.9.9 and earlier versions and Internet Explorer you'll receive a list
of books which titles contains physics. In Mozilla 1.0 RC1 the form submits
new page loads but it contains no books info it's just the same as the page
what you see before submission (pay attention to the text just under the yellow
square in English it should looks like: 'XXX mathes found. Your query was:
'. As one can suppose after submitting a form this should be
like: 'XXX mathes found. Your query was physics' but in 1.0RC1 we actually
have '0 mathes found. Your query was:  ').
My little test shows that the difference between information sent on submission
in 0.9.9 and 1.0RC1 is that 0.9.9 sends 'ssub1=find' name-value pair when 'Ok'
button is pressed ('Ok' button is actually an image and has an OnClick event
document.forms[0].submit()) but 1.0RC1 does'nt. Maybe a server script
'prim.jsp' relies on this pair and when there is no filed named 'ssub1' in a
query it decides that there were no submission and returns blank form?",other,e_val,fixed,1,resolved,4,2015-04-19,1,20,2009-02-19,2480,normal,2
CORE-128371,2002-02-28,Layout,CORE,menu items on the left side are not displayed,"From Bugzilla Helper:
User-Agent: Mozilla/5.0 (X11 U Linux i686 en-US rv:0.9.8) Gecko/20020205
BuildID:    2002020511

Menu items which you can click on the left edge are not displayed.
This works with the latest internet explorer.


Reproducible: Always
Steps to Reproduce:
1.just display the page
2.
3.

Actual Results:  the menu items were not displayed and I could not click them

Expected Results:  It should have displayed the menu items.",attinasi,dharter,fixed,1,resolved,4,2002-10-26,0,7,2002-10-26,240,major,4
SEAMONKEY-160672,2002-08-02,UI Design,SEAMONKEY,[FIX]XP filepicker's modeGetFolder looks too much like modeOpen,The error messages could use some work as could the textfield label,bzbarsky,bzbarsky,fixed,1,resolved,4,2004-11-23,0,12,2002-09-11,40,normal,2
MOZILLA.ORG_GRAVEYARD-471000,2008-12-23,Server Operations,MOZILLA.ORG_GRAVEYARD,qm-plinux-trunk04 needs a kick.,Currently unreachable.,phong,anodelman,fixed,1,resolved,4,2015-03-12,0,2,2008-12-24,1,normal,2
CORE-459938,2008-10-14,Audio/Video,CORE,Video has incorrect colours,"The video in the URL when played using  has a gray background. The background should be white as it is in other Theora players. This is a bug in the liboggplay library we use and a ticket is open for it:

http://trac.annodex.net/ticket/421",cajbir.bugzilla,cajbir.bugzilla,fixed,1,resolved,4,2008-10-28,0,3,2008-10-28,14,normal,2
SEAMONKEY-57480,2000-10-20,General,SEAMONKEY,problem with getting back to Font size 100% after using mousewheel resize,"when changing the font size using the mouse wheel then wanting back to 100%
size you cant just use the (View-Text Size-100%) menu. It wont change the size
of the text because it wasnt set by this menu. To get back to 100% exactly is
working in 2 ways: Either use the mouse and scroll the size back to what you
'THINK' is 100% or change the size per View-Menu to anything other than 100%
then back to 100%",bryner,ultimaonline,fixed,1,resolved,4,2004-11-22,0,10,2000-10-25,5,normal,2
BUGZILLA-58242,2000-10-27,User Accounts,BUGZILLA,relogin.cgi fails to delete server's copy of the cookie,"I found it odd that relogin.cgi didn't clear out someone's entry(ies) from the
logincookies table after it logged them out relying instead on
confirm_login() to clear them after they get 30 days old.  A table can fill up
fast that way.  I've solved this by adding these two lines to relogin.cgi just
after the line that says 'require CGI.pl':

ConnectToDatabase()
SendSQL(delete from logincookies where userid= .
DBname_to_id(url_decode($::COOKIE{Bugzilla_login})))

(The url_decode is in there because I found I sometimes had %40 instead of @
in the Bugzilla_login cookie and thus it wouldn't recognize the login...)

Just wanted to share :)",myk,phee,fixed,1,resolved,4,2012-12-18,0,7,2002-02-04,465,minor,2
FIREFOX_BUILD_SYSTEM-454709,2008-09-10,General,FIREFOX_BUILD_SYSTEM,WinCE Resource Compiling Needs Shunt Application,"Created attachment 337997
Patch to add arm-wince-res.c source to VS8 and VS9 WinCE tools

In order to compile resources within the SECURITY module several pathnames have to be converted from MingW32 to Windows (i.e. /c/.... to c:/....)

This means we need a resource compiler shunt tool (arm-wince-res.exe) to do the command line conversion as well as calling the correct SDK resource compiler.",wolfe,wolfe,fixed,1,resolved,4,2018-03-02,0,7,2008-09-22,12,normal,2
OTHER_APPLICATIONS-315913,2005-11-10,ChatZilla,OTHER_APPLICATIONS,Replace RDF userlist with direct nsITreeView implementation,"This is mainly a personal rant because I've only just written the patch so I haven't had time to profile it properly but I get the feeling that Chatzilla spends too much time sorting the nick list. This is particularly evident when an op pings out what tends to happen is that you get join auto-op part and nick changes in quick succession which seems to kill my CPU.

The main thrust of my proposal is changing the tree from a content view to a builder view achieved by setting flags=dont-build-content on the tree. This already allows us to automatically sort when switching channel or when new nicks join a channel. The sort order is initialized once and then the tree maintains its sort although this can of course be toggled. Nick (and op changes in sort by op mode) are handled by removing and reinserting the nick.

Calls to updateUserList are therefore removed in setCurrentObject my_cjoin my_cmode and my_cnick although in the latter two cases calls to _removeUserFromGraph and _addUserToGraph are used to maintain the nick list.

I changed setListMode to clear the tree cache directly it appeared to be relying on some unknown side effect for its attribute change to take effect.

The only other change necessary in the current code was the code that extracts the nick from a given tree row as the builder view does not permit arbitrary attributes I had to extract the unicode name from the RDF data source. However the reverse operation of obtaining the tree row from a nick is simplified to tree.builderView.getIndexOfResource(nick.getGraphResource()).

I'm not sure what style is preferred so I tested for nsITreeColumn in my new sortUserList() method although I have only tested it on 1.8+ so far.",gijskruitbosch+bugs,neil,fixed,1,resolved,4,2008-01-17,1,14,2007-12-08,758,normal,2
MOZILLA.ORG_GRAVEYARD-516424,2009-09-14,Server Operations,MOZILLA.ORG_GRAVEYARD,MDC badly broken this morning,MDC appears to have lost all its preferences. What's going on?,smani,eshepherd,fixed,1,resolved,4,2015-03-12,0,6,2009-09-14,0,blocker,6
MOZILLA_LOCALIZATIONS-372935,2007-03-06,ro / Romanian,MOZILLA_LOCALIZATIONS,[ro] migration wizard string change,"We want to change the description of the homepage in the migration wizard
http://lxr.mozilla.org/l10n-mozilla1.8/source/ro/other-licenses/branding/firefox/brand.properties

It should look like http://lxr.mozilla.org/mozilla/source/other-licenses/branding/firefox/locales/en-US/brand.properties

The corresponding patch is the en-US part in https://bugzilla.mozilla.org/attachment.cgi?id=257411&action=diff#mozilla/other-licenses/branding/firefox/locales/en-US/brand.properties_sec1

Current String in English for homePageSingleStartMain:
Firefox Start a fast search page with search results by XXX

New String:
Firefox Start a fast home page with built-in search

Please change this on trunk and prepare a patch for the branch.

See bug 372409 and bug 371309 for more information.",iulianu,l10n,fixed,1,resolved,4,2011-02-09,0,5,2007-04-25,50,normal,2
TECH_EVANGELISM_GRAVEYARD-79139,2001-05-07,Other,TECH_EVANGELISM_GRAVEYARD,Danawa Korea Strict mode page has extraneous -- in the comments,"From Bugzilla Helper:
User-Agent: Mozilla/5.0 (X11 U Linux 2.2.19-2samix i686 en-US rv:0.9+)
Gecko/20010507
BuildID:    20010507

HTML comment TAG parsing error.
example

... HTML contents ...


Reproducible: Always
Steps to Reproduce:
1.open above URL
2.save page
3.edit page
4. delete -- then it is visiable but delete again -- then
  unvisiable


Actual Results:  some site is not visiable


good case :



bad case :


",momoi,marzio,fixed,1,resolved,4,2015-04-19,0,9,2002-05-01,359,normal,2
CORE-353334,2006-09-19,SVG,CORE,[FIX]Permission denied error scripting SVG from data: URL after non-shift reload of local file,"User-Agent:       Mozilla/5.0 (X11 U Linux i686 en-US rv:1.8.0.5) Gecko/20060731 Ubuntu/dapper-security Firefox/1.5.0.5
Build Identifier: Mozilla/5.0 (X11 U Linux i686 en-US rv:1.8.0.5) Gecko/20060731 Ubuntu/dapper-security Firefox/1.5.0.5

Using Javascript I create an object tag dynamically. The data attribute uses a data: URL scheme. The content is a bare-bones URL-encoded SVG document. I then add the object to the document get a reference to the SVG root using the documentElement property and create some SVG shapes via scripting.

If this is done from a locally-loaded file (file: URL) it will work the first time and each time you shift-reload. If you reload normally there is an error when you try to get the root element: uncaught exception: Permission denied to get property SVGDocument.documentElement. I have yet to see the same error when the file is loaded via an HTTP URL.



Reproducible: Always

Steps to Reproduce:
1. Download attachment as *local file* and load it into firefox >= 1.5
2. Notice that it loads correctly when you shift-reload but not when you regular reload

Actual Results:  
uncaught exception: Permission denied to get property SVGDocument.documentElement

Expected Results:  
Should work the same regardless of how the page is reloaded.",bzbarsky,chris,fixed,1,resolved,4,2007-12-03,0,9,2007-12-03,440,normal,2
MOZILLA.ORG-83075,2001-05-28,Miscellaneous,MOZILLA.ORG,Quip List requested,Is there any list of current quips?,myk,bugs,fixed,1,resolved,4,2001-06-13,0,7,2001-06-13,16,normal,2
CAMINO_GRAVEYARD-294848,2005-05-19,General,CAMINO_GRAVEYARD,Can't override dialog warning of duplicate ssl certificate serial number,"User-Agent:       Mozilla/5.0 (Macintosh U PPC Mac OS X Mach-O en-US rv:1.8b2) Gecko/20050519 Camino/0.8+
Build Identifier: Mozilla/5.0 (Macintosh U PPC Mac OS X Mach-O en-US rv:1.8b2) Gecko/20050519 Camino/0.8+


If https is required on the built-in web server in a Linksys router it is
impossible to configure the router with Camino because Linksys apparently uses
the same certificate for all their routers. Camino gives an error which says: 

You have received an invalid certificate.  Please contact the server
administrator or email correspondent and give them the following information:

Your certificate contains the same serial number as another certificate issued
by the certificate authority.  Please get a new certificate containing a unique
serial number. 

This seems fine but then the only option is to click the OK button and use a
different browser. Firefox gives a similar warning but allows the user to
override it and accept the invalid certificate either permanently or just for
the current session.

Reproducible: Always

Steps to Reproduce:
1. Configure the built-in web server on a Linksys router to require https.
2. Attempt to connect to the router's web server with Camino
3. Silly rabbit there is no step 3.

Actual Results:  
Camino refuses to allow connections to the router.

Expected Results:  
Allow the user to override the warning and connect to the router if he or she so
choosed.",sfraser_bugs,bo,fixed,1,resolved,4,2005-10-07,0,8,2005-10-07,141,normal,2
INFRASTRUCTURE_&_OPERATIONS-848951,2013-03-07,NetOps: DC ACL Request,INFRASTRUCTURE_&_OPERATIONS,remove network block for the following hosts in build.scl1.mozilla.com,"These hosts in build.scl1.mozilla.com are being repurposed and are no longer staging hosts. Please remove the block on outbound access to the net blocked.  I believe these are the last of the machines that were in the untrusted zone?

talos-mtnlion-r5-002
talos-mtnlion-r5-003
talos-r3-fed-002
talos-r3-fed-010
talos-r3-fed64-001
talos-r3-fed64-002
talos-r3-w7-001
talos-r3-w7-002
talos-r3-w7-003
talos-r3-w7-010
talos-r3-xp-001
talos-r3-xp-002
talos-r3-xp-003
talos-r3-xp-010
talos-r4-lion-002
talos-r4-lion-003
talos-r4-lion-010
talos-r4-snow-001
talos-r4-snow-002
talos-r4-snow-003
talos-mtnlion-r5-001
talos-mtnlion-r5-010
talos-r3-fed-001
talos-r3-fed64-010
talos-r4-lion-001",arzhel,arich,fixed,1,resolved,4,2013-08-08,0,2,2013-03-08,1,normal,2
NSS-369357,2007-02-05,CA Certificate Root Program,NSS,ADD DigiNotar EV Root CA certificates,"User-Agent:       Mozilla/4.0 (compatible MSIE 7.0 Windows NT 5.1 .NET CLR 1.1.4322 .NET CLR 2.0.50727 .NET CLR 3.0.04506.30)
Build Identifier: 

DigiNotar is a trusted third party in the Netherlands issuing digital certificates. For now our main customers are based in the Netherlands. Our customers are goverment banking industry. DigiNotar is qualified against ETSI 101456 for issuing qualified electronic signatures conform EU regulations (Price Waterhouse Coopers http://www.diginotar.nl/files/etsi.pdf). As a member of the CABforum we also implement the new EV SSL standard. To do so we are also passed the WebTrust 'readiness' audit (KPMG).  

DigiNotar wants to submit the following roots

1. DigiNotar TopRoot
Description:  This is the toproot of the DigiNotar CA hierarchy.  
Download:  https://service.diginotar.nl/files/DigiNotar%20Root%20CA.crt
Thumbprint:  fe 02 91 be 1f 93 5f 42 00 36 1b dc 1b aa 2f 52 64 0f cf 55
Purposes/Usage: ALL
OID:  2.16.528.1.1001.1.1.1.1.5.2.6.4
CPS: http://www.diginotar.nl/cps


2. DigiNotar Qualified Sub CA
Description:  This is the subca for issuing qualified certificates 
Download:  http://www.diginotar.nl/Files/DigiNotar%20Qualified%20CA.crt
Thumbprint:  FFAD 0E26 F05B BCD8 063C CE1D FA60 245E 143D 5380
Purposes/Usage: ALL
CRL:  http://service.diginotar.nl/crl/root/latestCRL.crl
OCSP:  http://validation.diginotar.nl
OID:  2.16.528.1.1001.1.3.3.1.5.2.6.4

3. DigiNotar EV SSL Sub CA
Description:  This is the EV SSL SubRoot for issuing evssl certs
Download:  https://service.diginotar.nl/files/DigiNotar%20Extended%20Validation%20CA.crt
Thumbprint:  fe 02 91 be 1f 93 5f 42 00 36 1b dc 1b aa 2f 52 64 0f cf 55
Purposes/Usage: EV SSL
CRL:  http://service.diginotar.nl/crl/root/latestCRL.crl
OCSP:  http://validation.diginotar.nl
OID:  2.16.528.1.1001.1.1.1.1.5.2.6.4

4. DigiNotar Public Sub CA
Description:  This is the toproot of the DigiNotar CA hierarchy.  
Download:  http://www.diginotar.nl/rootcertificaten/DigiNotar%20Public%20CA%202025.crt
Thumbprint:  3f 01 8e 6f e3 36 09 6a 79 1b 81 e7 69 be 70 1a af 21 e3 07
Purposes/Usage: ALL
CRL:  http://service.diginotar.nl/crl/root/latestCRL.crl
OCSP:  http://validation.diginotar.nl
OID:  2.16.528.1.1001.1.1.1.1.5.2.6.4


5. DigiNotar Services Sub CA
Description:  This is the toproot of the DigiNotar CA hierarchy.  
Download:  https://service.diginotar.nl/files/DigiNotar%20Root%20CA.crt
Thumbprint:  94 32 bd 9a ec 1d 75 d1 70 5c 54 3a a3 4c 4a f6 a5 26 c1 3d
Purposes/Usage: ALL
CRL:  http://service.diginotar.nl/crl/root/latestCRL.crl
OCSP:  http://validation.diginotar.nl
OID:  2.16.528.1.1001.1.1.1.1.5.2.6.4



Microsoft will include our CA certs in the next update.

Reproducible: Always

Steps to Reproduce:
1.
2.
3.",kwilson,k.willemse,fixed,1,resolved,4,2017-04-26,0,97,2009-06-12,858,normal,2
CORE-335058,2006-04-22,DOM: Core & HTML,CORE,script timeout too small in firefox,"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.8.0.2) Gecko/20060409 Firefox/1.5.0.2
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.8.0.2) Gecko/20060409 Firefox/1.5.0.2

We have been seeing Warning: Unresponsive Script dialog box a lot in yahoo mail beta and it happens a lot when some cpu intensive application is running on users box and they tries to check mail.

The value of dom.max_script_run_time in FF 1.5.0.2 is 5 second. It seems to be too low compare to what IE offers. Even though user can change it in about:config but it is too hard to tell millions of users to do so.

To compare it with IE:
IE timesout after executing 5000000 statements on current page.
http://support.microsoft.com/?kbid=175500

Wouldn't it be a good idea to set dom.max_script_run_time to 60 sec or
something like that in FF by default (I mean something reasonably high)? The
value of 5 sec seems to be too low.

Some of the bugs already filed on it are:
https://bugzilla.mozilla.org/show_bug.cgi?id=250841
https://bugzilla.mozilla.org/show_bug.cgi?id=330293
https://bugzilla.mozilla.org/show_bug.cgi?id=308205
https://bugzilla.mozilla.org/show_bug.cgi?id=320409
https://bugzilla.mozilla.org/show_bug.cgi?id=320020
https://bugzilla.mozilla.org/show_bug.cgi?id=320409



Reproducible: Sometimes",jstenback+bmo,ratan.work,fixed,1,resolved,4,2019-03-13,1,70,2006-07-29,98,normal,2
MOZILLA.ORG_GRAVEYARD-361167,2006-11-18,Server Operations,MOZILLA.ORG_GRAVEYARD,Doctor does not find can not load rhino/history.html,"This is a followup to bug 358668 comment #13 14 16. 

Steps
1- Load provided URL
2- Click the Edit this page

Actual results
a) The content pane/area is empty and 
b) only 3 links (Edit source View edited Save changes) are shown. 
c) Even when submitting changes it fails with detailed error message as follows:

{
Doctor - Error

Doctor couldn't process your request because of the following problem:

An error occurred while committing the file: cvs commit: Up-to-date check failed for `history.html' cvs [commit aborted]: correct above errors first!

The problem occurred when Doctor tried to execute the CVS command:

CVS returned the error code 256 and the message:

cvs commit: Up-to-date check failed for `history.html'
cvs [commit aborted]: correct above errors first!

Please go back and try again. 
}",justdave,bugzilla,fixed,1,resolved,4,2015-03-12,0,7,2006-11-21,3,normal,2
NSS-528741,2009-11-14,Libraries,NSS,pkix_hash throws a null-argument exception on empty strings,"Created attachment 412415
Proposed patch

In libpkix an empty string is represented by a NULL buffer pointer
and a 0 buffer length.

When libpkix hashes an empty string object it throws a null-argument
exception because of a PKIX_NULLCHECK_TWO macro in pkix_hash that
null-checks the 'bytes' buffer pointer even when 'length' is 0.

The fix is to null-check the 'bytes' buffer pointer only when 'length'
is nonzero.",wtc,wtc,fixed,1,resolved,4,2009-12-20,0,5,2009-11-23,9,normal,2
BUGZILLA-419660,2008-02-26,Documentation,BUGZILLA,New custom fields not listed in 3.10. Custom Fields,We implemented textarea calendar and multi-select fields in 3.2. We should list them here: http://www.bugzilla.org/docs/tip/html/custom-fields.html,sam.folkwilliams,LpSolit,fixed,1,resolved,4,2008-03-03,0,12,2008-03-03,6,normal,2
MOZILLA.ORG-298645,2005-06-23,Repository Account Requests,MOZILLA.ORG,l10n CVS account request: Armeninan hy-AM (Vahe Khachikyan),"User-Agent:       Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.7.8) Gecko/20050511 Firefox/1.0.4
Build Identifier: Mozilla/5.0 (Windows U Windows NT 5.1 en-US rv:1.7.8) Gecko/20050511 Firefox/1.0.4

The original bug for l10n registration was Bug 295834. 
I attach herein the l10n file for Deer Park Alpha 1. 



Reproducible: Always",justdave,khachikyan,fixed,1,resolved,4,2007-03-25,0,13,2005-07-06,13,normal,2
